"ontology1","ontology2","metric","value","matcher"
"iasted","sigkdd","precision","0.7222222222222222","AML"
"ekaw","sigkdd","precision","1","COMA-RES2_SELFPATH-SIM_STR_COSINE_PPJOINPLUS"
"cmt","confOf","precision","0.875","AML-SC-70"
"edas","sigkdd","precision","0.6666666666666666","COMA-RES2_SELFPATH-SIM_STR_COSINE_PPJOINPLUSFULLYCACHED"
"cmt","sigkdd","precision","1","AML-SC-41"
"edas","ekaw","precision","0.8333333333333334","COMA-RES2_SELFPATH-SIM_STR_COSINE_PPJOINPLUSFULLYCACHED"
"cmt","ekaw","precision","1","AML-WC-8"
"edas","iasted","precision","0.5","AML"
"confOf","iasted","precision","0.45454545454545453","AML"
"confOf","edas","precision","0.8461538461538461","AML"
"cmt","edas","precision","1","COMA-RES2_SELFPATH-SIM_STR_COSINE_PPJOINPLUSFULLYCACHED"
"confOf","ekaw","precision","0.8823529411764706","AML"
"cmt","iasted","precision","0.8","AML-WC-16"
"ekaw","iasted","precision","0.5833333333333334","AML"
"confOf","sigkdd","precision","1","AML"
